,generation,representation,fitness
56,0,"{'code': '0-11-110-1000-10000-000100', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'output']}",0.9390023946762085
57,0,"{'code': '0-10-100-1000-00110-000110', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'maxpool3x3', 'maxpool3x3', 'output']}",0.8930288553237915
58,0,"{'code': '0-10-100-1000-10001-100001', 'operations': ['input', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'output']}",0.8387419581413269
59,0,"{'code': '0-11-100-1000-00100-000011', 'operations': ['input', 'maxpool3x3', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9330929517745972
60,0,"{'code': '0-10-100-0001-10001-000001', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9399038553237915
61,0,"{'code': '1-11-001-0010-00001-000100', 'operations': ['input', 'maxpool3x3', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'maxpool3x3', 'output']}",0.9217748641967773
62,0,"{'code': '0-10-101-1100-10000-001000', 'operations': ['input', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'output']}",0.9390023946762085
63,0,"{'code': '0-10-100-1000-00011-110000', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.8346354365348816
64,0,"{'code': '0-10-110-0001-00011-100000', 'operations': ['input', 'maxpool3x3', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'output']}",0.8358373641967773
65,0,"{'code': '1-01-011-0100-00010-001000', 'operations': ['input', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.9264823794364929
66,0,"{'code': '0-10-100-1001-10001-100000', 'operations': ['input', 'conv1x1-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'maxpool3x3', 'maxpool3x3', 'output']}",0.8316305875778198
67,0,"{'code': '0-10-100-0010-01100-000001', 'operations': ['input', 'maxpool3x3', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'output']}",0.7769430875778198
68,0,"{'code': '0-10-011-0010-10100-000100', 'operations': ['input', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9283854365348816
69,0,"{'code': '1-01-100-0110-00001-000010', 'operations': ['input', 'maxpool3x3', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.87890625
70,0,"{'code': '1-10-001-0100-01000-000010', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.9296875
71,0,"{'code': '0-10-100-0010-10000-101100', 'operations': ['input', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'output']}",0.8339343070983887
72,0,"{'code': '1-01-001-1010-00001-010000', 'operations': ['input', 'maxpool3x3', 'maxpool3x3', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.8939303159713745
73,0,"{'code': '1-01-100-0101-00100-001000', 'operations': ['input', 'maxpool3x3', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'output']}",0.8830128312110901
74,0,"{'code': '0-11-100-1010-10000-000001', 'operations': ['input', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9347956776618958
75,0,"{'code': '1-10-011-0010-00100-000001', 'operations': ['input', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'output']}",0.9294871687889099
76,0,"{'code': '0-11-100-0110-10000-001000', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.8958333134651184
77,0,"{'code': '0-11-001-1000-00010-100001', 'operations': ['input', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.9282852411270142
78,0,"{'code': '0-10-110-1010-00001-100000', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'maxpool3x3', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'output']}",0.8316305875778198
79,0,"{'code': '0-10-100-1000-10011-001000', 'operations': ['input', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'output']}",0.8939303159713745
80,0,"{'code': '1-11-001-0100-00001-010000', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'maxpool3x3', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.885817289352417
81,0,"{'code': '0-11-001-1000-00100-100010', 'operations': ['input', 'maxpool3x3', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.8950320482254028
82,0,"{'code': '1-01-010-0010-11000-000001', 'operations': ['input', 'conv1x1-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'output']}",0.8855168223381042
83,0,"{'code': '1-01-110-0001-01000-000001', 'operations': ['input', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'maxpool3x3', 'output']}",0.8795071840286255
84,0,"{'code': '0-10-101-0010-00010-010001', 'operations': ['input', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'output']}",0.9251803159713745
85,0,"{'code': '0-10-100-0010-11001-100000', 'operations': ['input', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.8358373641967773
86,0,"{'code': '1-10-001-1000-00100-010000', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'maxpool3x3', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9347956776618958
87,0,"{'code': '1-10-100-0001-00010-000010', 'operations': ['input', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'output']}",0.9264823794364929
88,0,"{'code': '1-11-010-0001-00010-010000', 'operations': ['input', 'maxpool3x3', 'conv1x1-bn-relu', 'maxpool3x3', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.8958333134651184
89,0,"{'code': '1-10-100-1001-10000-100000', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.8358373641967773
90,0,"{'code': '1-01-010-0100-00011-000010', 'operations': ['input', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.922776460647583
91,0,"{'code': '0-10-100-0001-00011-000101', 'operations': ['input', 'maxpool3x3', 'maxpool3x3', 'conv1x1-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.8744992017745972
92,0,"{'code': '0-10-100-0010-00010-100100', 'operations': ['input', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'output']}",0.8405448794364929
93,0,"{'code': '1-01-001-0110-00100-010000', 'operations': ['input', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'output']}",0.8224158883094788
94,0,"{'code': '0-10-001-1000-00010-000110', 'operations': ['input', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.9298878312110901
95,0,"{'code': '0-10-110-0010-10000-010010', 'operations': ['input', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.8795071840286255
96,0,"{'code': '0-10-100-0001-10000-001011', 'operations': ['input', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'maxpool3x3', 'output']}",0.9234775900840759
97,0,"{'code': '1-10-100-0010-10000-100010', 'operations': ['input', 'maxpool3x3', 'maxpool3x3', 'conv3x3-bn-relu', 'maxpool3x3', 'maxpool3x3', 'output']}",0.8899238705635071
98,0,"{'code': '1-01-100-0001-00101-000100', 'operations': ['input', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'maxpool3x3', 'output']}",0.9360977411270142
99,0,"{'code': '1-10-100-1000-00100-100000', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'output']}",0.8358373641967773
100,1,"{'code': '0-10-100-0001-10001-000001', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9399038553237915
101,1,"{'code': '1-01-100-0001-00100-100010', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'output']}",0.9390023946762085
102,1,"{'code': '0-10-100-1011-00010-000100', 'operations': ['input', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.9390023946762085
103,1,"{'code': '1-01-100-1000-01000-100000', 'operations': ['input', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'output']}",0.8316305875778198
104,1,"{'code': '1-01-011-0100-10000-001000', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'output']}",0.917067289352417
105,1,"{'code': '1-10-101-0010-00100-010000', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'maxpool3x3', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9390023946762085
106,1,"{'code': '1-01-100-1000-00010-100010', 'operations': ['input', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.8925280570983887
107,1,"{'code': '0-10-001-0001-00110-100100', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.9386017918586731
108,1,"{'code': '0-11-100-1000-10000-100010', 'operations': ['input', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'output']}",0.8334335088729858
109,1,"{'code': '1-10-001-0010-01100-000001', 'operations': ['input', 'maxpool3x3', 'maxpool3x3', 'maxpool3x3', 'conv3x3-bn-relu', 'maxpool3x3', 'output']}",0.8779046535491943
110,1,"{'code': '0-11-110-1000-10000-000100', 'operations': ['input', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'maxpool3x3', 'output']}",0.885817289352417
111,1,"{'code': '0-11-100-1000-00100-000011', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9394030570983887
112,1,"{'code': '1-10-010-0100-00010-000100', 'operations': ['input', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'output']}",0.9294871687889099
113,1,"{'code': '1-01-100-1000-00100-000010', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'output']}",0.9347956776618958
114,1,"{'code': '0-10-100-1010-00100-100010', 'operations': ['input', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'output']}",0.9233773946762085
115,1,"{'code': '1-01-010-0100-00010-000100', 'operations': ['input', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9279847741127014
116,1,"{'code': '1-01-100-0101-00001-000001', 'operations': ['input', 'maxpool3x3', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9013421535491943
117,1,"{'code': '0-10-100-0001-10011-000001', 'operations': ['input', 'maxpool3x3', 'maxpool3x3', 'maxpool3x3', 'conv1x1-bn-relu', 'maxpool3x3', 'output']}",0.8912259340286255
118,1,"{'code': '0-10-100-1000-00101-000101', 'operations': ['input', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9415063858032227
119,1,"{'code': '0-11-100-1010-10000-000001', 'operations': ['input', 'conv3x3-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'output']}",0.9347956776618958
120,1,"{'code': '0-10-110-1000-10000-000100', 'operations': ['input', 'maxpool3x3', 'maxpool3x3', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'output']}",0.8240184187889099
121,1,"{'code': '1-10-101-0010-00100-010000', 'operations': ['input', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'output']}",0.9390023946762085
122,1,"{'code': '1-10-010-0100-11000-000001', 'operations': ['input', 'conv3x3-bn-relu', 'maxpool3x3', 'conv1x1-bn-relu', 'conv3x3-bn-relu', 'maxpool3x3', 'output']}",0.9139623641967773
123,1,"{'code': '1-10-010-0010-00100-000010', 'operations': ['input', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'conv1x1-bn-relu', 'maxpool3x3', 'conv3x3-bn-relu', 'output']}",0.8835136294364929
